成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬州, 分組
西八丨策鎖, 155, 2107361, 0, 644, 0, 3556250, 0, 644, 0, 7609, 河北, 九關門神
海贼丨红豆, 13, 4991183, 104, 4480, 0, 7209250, 104, 4480, 0, 6713, 河東, C組
包龍星, 133, 6169131, 0, 350, 0, 6708464, 0, 350, 0, 7000, 河北, F組
大宇宙就是我, 26, 3636324, 0, 7414, 0, 5313386, 0, 7414, 0, 6783, 河東, C組
塵Rigan, 92, 48600, 0, 0, 0, 48600, 0, 0, 0, 7113, 河北, 未分組
娃丨Zdx, 35, 8584676, 0, 6749, 0, 8852080, 0, 6749, 0, 10326, 河東, B組
風雨雙修, 11, 7039346, 0, 6063, 0, 7039346, 0, 6063, 0, 10416, 河東, B組
八卦丨滴滴兒, 158, 0, 0, 0, 0, 110289, 0, 0, 0, 1119, 河北, 鋪路小隊
樂正小谷, 97, 11369006, 0, 5012, 0, 13442253, 0, 5012, 0, 13586, 河東, B組
西八丨兔兔, 40, 9926226, 0, 6806, 0, 12359082, 0, 6806, 0, 13533, 河東, B組
一條根王, 36, 10043263, 0, 5131, 0, 11437394, 0, 5131, 0, 13513, 河東, B組
無双丨王騎, 47, 8634899, 0, 5332, 0, 9749433, 0, 5332, 0, 13490, 河東, A組
狼丨阿巴怪, 29, 12274715, 0, 5586, 0, 15557339, 0, 5586, 0, 13663, 河東, 資州門神
狼丨暈船仔, 95, 9551100, 0, 3920, 0, 12897272, 0, 3920, 0, 13955, 河東, C組
西八丨小柴犬, 57, 9271885, 0, 5094, 0, 11882675, 0, 5094, 0, 13680, 河東, A組
瘋玖陳, 18, 22406734, 1, 2289, 0, 26733101, 1, 2289, 0, 14010, 河北, A組
聚丨程堯, 62, 8546867, 0, 5733, 0, 9988176, 0, 5733, 0, 14010, 河東, 九關門神
诸葛靖, 56, 15167276, 0, 3731, 0, 17575062, 0, 3731, 0, 13470, 河北, C組
祖寒, 55, 7137167, 0, 6229, 0, 8035315, 0, 6229, 0, 13425, 河東, B組
榮正平, 105, 5214072, 151, 3958, 0, 5214072, 151, 3958, 0, 12946, 河東, C組
馬勒喇嘛, 136, 2120138, 0, 0, 0, 2120138, 0, 0, 0, 12943, 河北, F組
魅力十足, 69, 11876370, 0, 5673, 0, 13847836, 0, 5673, 0, 13463, 河東, B組
飛鳥和蟬, 63, 6602409, 0, 6300, 0, 7027144, 0, 6300, 0, 12980, 河東, B組
海贼丨霸王, 2, 13605969, 0, 8743, 0, 13861893, 0, 8743, 0, 13202, 河東, A組
南門城衛, 41, 10143505, 0, 6105, 0, 11626008, 0, 6105, 0, 13093, 河東, A組
儒丨皇儒無上, 20, 8494302, 0, 4992, 0, 11018807, 0, 4992, 0, 13410, 河東, A組
Nok, 80, 8519989, 0, 6378, 0, 8650158, 0, 6378, 0, 12806, 河東, C組
皇丨源澤, 117, 8730103, 0, 3776, 0, 8730103, 0, 3776, 0, 14053, 河東, 九關門神
無敵奶黃包, 19, 10057202, 0, 9100, 0, 12921634, 0, 9100, 0, 14300, 河東, 九關門神
聖域のMoM, 25, 14388076, 0, 2366, 0, 14517875, 0, 2366, 0, 17380, 河東, A組
司馬丨洛神, 65, 16849420, 0, 4886, 0, 19139437, 0, 4886, 0, 17320, 河東, B組
聖域の白風夕, 109, 10614163, 0, 4112, 0, 14207489, 0, 4112, 0, 17146, 河東, A組
獵犬, 1, 14651746, 0, 5568, 0, 17960261, 0, 5568, 0, 17420, 河東, B組
劍仔十八世, 6, 17031321, 0, 5516, 0, 20063572, 0, 5516, 0, 17933, 河東, A組
北門城衛, 66, 21764864, 0, 5626, 0, 25236216, 0, 5626, 0, 17630, 河東, A組
聖域の雲雲, 103, 16770121, 0, 4518, 0, 19037831, 0, 4518, 0, 18143, 河東, B組
無雙丨尛, 4, 15085678, 0, 5740, 0, 18283670, 0, 5740, 0, 14142, 河東, A組
出木杉同學, 152, 15286422, 0, 1476, 0, 17999354, 0, 1476, 0, 16580, 河東, A組
靈佬寺丶金童, 74, 16303191, 26, 4462, 0, 18733285, 26, 4462, 0, 15786, 河東, B組
西八丨茗雪, 51, 12044454, 0, 5402, 0, 13755087, 0, 5752, 0, 14610, 河東, 九關門神
雙煞丨白無常, 59, 11550549, 0, 7008, 0, 13178655, 0, 7008, 0, 14583, 河東, B組
山窮水盡, 9, 11120307, 0, 7329, 0, 13114282, 0, 7329, 0, 16020, 河東, B組
劍丨莫問, 28, 11999312, 0, 5376, 0, 14373859, 0, 5376, 0, 14750, 河東, B組
宣颜, 31, 17640816, 0, 6040, 0, 20593204, 0, 6040, 0, 14979, 河北, C組
批歪丨培根, 5, 21784264, 0, 5488, 0, 24747099, 0, 5488, 0, 14929, 河東, B組
雙煞丨黑無常, 34, 9261277, 1, 5770, 0, 10587580, 1, 5770, 0, 15043, 河東, B組
歐陽燁, 33, 7037237, 3, 4068, 0, 9193351, 3, 4068, 0, 10378, 河北, C組
这样一个人, 24, 10088737, 0, 4522, 0, 11905152, 0, 4522, 0, 12800, 河東, B組
熾羽翊, 39, 9529464, 0, 6572, 0, 11632822, 0, 6572, 0, 12760, 河東, B組
無双丨射波師, 93, 9204531, 0, 5880, 0, 11242174, 0, 5880, 0, 11510, 河東, C組
高原, 76, 8785129, 0, 7455, 0, 9868095, 0, 7455, 0, 11379, 河東, B組
圓圓固圓圓, 100, 6089064, 0, 2652, 0, 6089064, 0, 2652, 0, 11256, 河東, A組
Corvinus, 146, 1660184, 0, 0, 0, 1660184, 0, 0, 0, 11543, 河北, F組
RyanCats, 110, 5962027, 0, 1184, 0, 8025816, 0, 1184, 0, 11600, 河北, 鋪路小隊
魃丨讓妳漲潮, 106, 7551415, 0, 2716, 0, 9507201, 0, 2716, 0, 11570, 河北, 資州門神
阿良, 52, 5963763, 0, 6188, 0, 7122119, 0, 6188, 0, 11814, 河東, C組
神谷龍淵, 134, 4083370, 0, 2684, 0, 4083370, 0, 2684, 0, 11815, 河東, C組
太公望二世, 86, 9854556, 0, 4594, 0, 11721722, 0, 4594, 0, 11219, 河東, 九關門神
RR, 90, 6638633, 0, 5346, 0, 6938621, 0, 5346, 0, 11085, 河東, C組
尼姆, 88, 6449302, 0, 5215, 0, 8820432, 0, 5215, 0, 10778, 河東, B組
通天飛賊, 112, 10054528, 0, 3769, 0, 12421135, 0, 3769, 0, 10430, 河北, B組
莫那泰雅, 139, 4920154, 0, 2208, 0, 5181187, 0, 2208, 0, 11162, 河北, B組
將軍, 68, 4345753, 0, 6580, 0, 6331388, 0, 6580, 0, 10786, 河北, C組
克萊兒, 71, 5249516, 1, 8243, 0, 6295463, 1, 8243, 0, 11005, 河東, B組
夏侯同, 122, 1147951, 0, 0, 0, 1147951, 0, 0, 0, 10849, 河北, C組
老夫人, 38, 11013223, 0, 6070, 0, 13414922, 0, 6070, 0, 11040, 河北, C組
身輕如燕, 8, 10955226, 0, 6067, 0, 11155057, 0, 6067, 0, 12782, 河北, B組
魃丨讓妳受潮, 99, 8399671, 0, 2492, 0, 9623966, 0, 2492, 0, 11860, 河北, 資州門神
夜不凡, 61, 4307393, 0, 5740, 0, 4307393, 0, 5740, 0, 11882, 河東, B組
仙草丨不回家, 42, 10427519, 0, 7056, 0, 10530237, 0, 7056, 0, 12454, 河北, C組
哈囉丨靖, 32, 7930312, 0, 5138, 0, 7930312, 0, 5138, 0, 12396, 河東, 九關門神
八卦丨玉玉兒, 119, 241480, 0, 0, 0, 1644363, 0, 0, 0, 12263, 河北, C組
柒柒兒, 84, 8500772, 0, 4956, 0, 9414353, 0, 4956, 0, 12465, 河東, B組
陶長秋, 87, 8211628, 0, 6258, 0, 8335662, 0, 6258, 0, 12545, 河東, B組
熊熊本家, 43, 10986221, 0, 5444, 0, 12664261, 0, 5444, 0, 12503, 河北, C組
Foden, 77, 10235264, 0, 5760, 0, 12364326, 0, 5760, 0, 12739, 河東, C組
百世經綸, 75, 4022737, 81, 5054, 0, 4022737, 81, 5054, 0, 11873, 河東, B組
聚丨織田信長, 154, 9467883, 9, 1524, 0, 9976351, 9, 1524, 0, 12198, 河東, C組
龍匀, 7, 12805604, 0, 5553, 0, 14350249, 0, 5553, 0, 12183, 河東, B組
聖域の爽哥, 123, 3785631, 0, 2798, 0, 3785631, 0, 2798, 0, 11980, 河北, B組
文山青茶, 58, 9548187, 0, 5120, 0, 12490174, 0, 5120, 0, 11912, 河東, B組
Joker囧, 10, 10703345, 0, 6288, 0, 13765280, 0, 6288, 0, 12186, 河東, C組
光年之外, 60, 10547976, 1, 3409, 0, 13163999, 1, 3409, 0, 11993, 河東, B組
滅世傑哥, 54, 7370977, 0, 5149, 0, 8922085, 0, 5149, 0, 12120, 河北, C組
仇恨天, 14, 6985657, 0, 3956, 0, 6985657, 0, 3956, 0, 12061, 河東, B組
程凝, 12, 6679405, 412, 6608, 0, 7112723, 412, 6608, 0, 12148, 河東, B組
西八丨風鈴草, 163, 226425, 0, 0, 0, 226425, 0, 0, 0, 800, 河北, F組
