成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬州, 分組
阿良, 58, 2674885, 0, 6881, 0, 15657907, 0, 16702, 0, 16638, 河東, C組
雪月囧, 37, 2607873, 0, 9047, 0, 16772252, 129, 22267, 0, 15290, 河東, C組
莫痴香, 121, 2459461, 0, 6761, 0, 5849771, 23, 9072, 0, 13480, 河東, C組
海贼丨虫崽崽, 11, 2262165, 0, 4747, 0, 21377234, 0, 14069, 0, 17400, 河東, C組
海賊丨薩勃, 155, 2100437, 0, 3220, 0, 6916761, 0, 4525, 0, 12663, 河東, B組
音速河馬, 172, 1726332, 0, 0, 0, 10263818, 0, 700, 0, 7856, 河北, C組
西八丨茗雪, 43, 1672638, 0, 8311, 0, 29492682, 1723, 20062, 0, 22530, 河東, 九關門神
项羽, 161, 1450507, 0, 4329, 0, 2755205, 0, 6029, 0, 9972, 河北, F組
聖域の七七, 117, 1442458, 0, 3856, 406472, 11104931, 15, 10648, 836745, 13730, 河東, C組
明也, 124, 977386, 0, 3872, 0, 11535216, 277, 5692, 0, 13270, 河東, 九關門神
黑馬丨聖, 148, 678005, 0, 1050, 0, 3146889, 0, 8239, 0, 7109, 河東, F組
巴士歐起來, 169, 640807, 0, 0, 0, 649084, 0, 0, 0, 5177, 河北, 未分組
林伯, 170, 494532, 0, 0, 0, 494532, 0, 0, 0, 9450, 河東, 未分組
西八丨尾魚, 150, 270329, 0, 633, 0, 7018177, 0, 3119, 0, 6153, 河東, F組
卍正卍, 168, 246331, 0, 0, 0, 614059, 0, 0, 0, 3786, 河北, 未分組
八卦丨尖叫兒, 165, 236745, 0, 1017, 0, 4511705, 0, 2214, 0, 3273, 河北, F組
西八丨潑猴, 147, 214090, 0, 1515, 0, 837211, 0, 4689, 0, 6340, 河東, F組
巨型擊霸, 166, 175704, 0, 0, 0, 3720617, 0, 0, 0, 7668, 河東, F組
西八丨風鈴草, 164, 1064, 0, 2077, 0, 546612, 0, 2077, 0, 803, 河北, F組
