成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬州, 分組
清嵐, 41, 5958592, 339, 7945, 0, 6181929, 339, 7945, 0, 9396, 河東, 資州門神
力宏敢, 154, 7217200, 0, 1289, 11882, 7886749, 0, 1289, 11882, 9423, 河東, B組
呆腦獸, 60, 12467352, 532, 6705, 0, 12467352, 532, 6705, 0, 9453, 河北, C組
聖域の七七, 105, 4793665, 15, 5173, 430273, 5873886, 15, 5173, 430273, 9455, 河東, C組
西八丨策鎖, 159, 3647250, 0, 994, 0, 5096139, 0, 994, 0, 9569, 河東, 九關門神
悟空我大佬, 155, 1018849, 0, 0, 0, 1018849, 0, 0, 0, 9593, 河北, 未分組
子無, 14, 5554295, 0, 8513, 0, 7271828, 0, 8513, 0, 9696, 河北, 鋪路小隊
北屯曹孟德, 144, 4218736, 0, 2380, 0, 5816458, 0, 2380, 0, 9749, 河北, C組
宇髓天元, 108, 11103354, 0, 350, 0, 12271186, 0, 350, 0, 9860, 河北, F組
WarCry, 89, 2723398, 0, 8490, 0, 3656965, 0, 8490, 0, 10020, 河北, 鋪路小隊
書童, 43, 5999401, 0, 5236, 0, 7973617, 0, 5236, 0, 10432, 河北, C組
Wei, 129, 4663139, 0, 3679, 0, 4663139, 0, 3679, 0, 10440, 河北, B組
海賊丨綠油精, 83, 3738878, 0, 2958, 0, 3754354, 0, 2958, 0, 10647, 河北, 鋪路小隊
燕丨家榮志豪, 126, 12674746, 21, 952, 0, 12680428, 21, 952, 0, 10673, 河東, C組
孔晤, 76, 8483301, 0, 7715, 0, 9984312, 0, 7715, 0, 10696, 河東, C組
天機丨天相, 106, 5766087, 0, 5497, 0, 5766087, 0, 5497, 0, 10756, 河東, 資州門神
西八丨科爾鴨, 114, 8477730, 0, 1192, 0, 12700474, 0, 1192, 0, 10871, 河北, C組
海賊豹魯哥, 91, 8308403, 0, 5664, 0, 8311542, 0, 5664, 0, 11000, 河東, 九關門神
西八丨皮卡皮, 104, 4270936, 0, 5370, 0, 4349938, 0, 5370, 0, 11029, 河東, A組
將軍, 54, 4898101, 46, 8050, 0, 6883736, 46, 8050, 0, 11039, 河北, C組
皇甫昊天, 161, 3135842, 0, 101, 0, 3135842, 0, 101, 0, 11126, 河北, C組
任我行丨行行, 27, 6749453, 0, 7875, 0, 8367489, 0, 7875, 0, 11177, 河東, B組
董豆豆, 81, 10999173, 0, 3157, 0, 12090011, 0, 3157, 0, 11232, 河東, B組
八卦丨羊羊兒, 102, 8391957, 0, 3841, 0, 9792237, 0, 3841, 0, 11240, 河北, 資州門神
娃丨Zdx, 37, 11302309, 0, 8296, 0, 11569713, 0, 8296, 0, 11343, 河東, B組
雪月囧, 79, 7896846, 0, 8220, 0, 10358960, 0, 8220, 0, 11393, 河東, C組
批歪丨阿順, 29, 9384971, 0, 10138, 0, 9738483, 0, 10138, 0, 11430, 河東, C組
歐陽燁, 47, 10293780, 6, 6243, 0, 12449894, 6, 6243, 0, 11469, 河東, C組
段裕, 141, 2553006, 0, 2674, 0, 2553006, 0, 2674, 0, 11603, 河東, C組
夏侯同, 125, 3200429, 0, 846, 0, 3200429, 0, 846, 0, 11635, 河北, C組
瑋王, 132, 7695413, 0, 4702, 0, 8272070, 0, 4702, 0, 11776, 河東, C組
吃飽再減肥, 143, 5871896, 0, 722, 0, 5871896, 0, 722, 0, 11855, 河東, 九關門神
Corvinus, 131, 2619400, 0, 2259, 0, 2619400, 0, 2259, 0, 11886, 河北, F組
海贼丨虫崽崽, 23, 10251843, 0, 7157, 0, 10251843, 0, 7157, 0, 12018, 河東, C組
聖域の爽哥, 130, 5480453, 0, 3252, 0, 5480453, 0, 3252, 0, 12083, 河北, B組
雲來俠客, 2, 14994392, 0, 6309, 0, 14994392, 0, 6309, 0, 12084, 河東, B組
工無不克, 118, 7696766, 4, 5603, 0, 9165810, 4, 5603, 0, 12126, 河北, 資州門神
苦行僧, 30, 6693823, 11, 6249, 0, 6693823, 11, 6249, 0, 12175, 河東, B組
魃丨讓妳漲潮, 112, 10557417, 0, 3220, 0, 12513203, 0, 3220, 0, 12290, 河北, 資州門神
夜讀出師表, 58, 12619254, 0, 7267, 0, 12619254, 0, 7267, 0, 12367, 河東, 九關門神
員外, 158, 6479978, 0, 350, 0, 6774673, 0, 350, 0, 12373, 河東, C組
仙草丨不回家, 4, 14360668, 0, 8918, 0, 14463386, 0, 8918, 0, 12419, 河東, C組
西八丨止水, 39, 8594963, 0, 7348, 0, 10598522, 0, 7348, 0, 12435, 河東, C組
RyanCats, 121, 8639517, 0, 1884, 0, 10703306, 0, 1884, 0, 12456, 河北, 鋪路小隊
明也, 138, 8232109, 277, 1470, 0, 8598186, 277, 1470, 0, 12496, 河東, 九關門神
八卦丨玉玉兒, 113, 2222581, 0, 0, 0, 3625464, 0, 0, 0, 12513, 河北, C組
魔彈射手, 50, 7094583, 0, 7312, 0, 8444841, 0, 7312, 0, 12518, 河東, C組
莫那泰雅, 142, 7305164, 0, 2861, 0, 7566197, 0, 2861, 0, 12536, 河北, B組
魃丨讓妳受潮, 110, 15098677, 0, 2940, 0, 16322972, 0, 2940, 0, 12610, 河北, 資州門神
尼姆, 87, 8329989, 0, 7104, 0, 10701119, 0, 7104, 0, 12723, 河東, B組
西八丨太曦, 74, 5068343, 0, 5621, 0, 5068343, 0, 5621, 0, 12803, 河東, 九關門神
程凝, 12, 9283789, 412, 8624, 0, 9717107, 412, 8624, 0, 12856, 河東, B組
韓戩, 70, 3773378, 0, 2660, 0, 3773378, 0, 2660, 0, 12863, 河東, B組
RR, 96, 10064748, 0, 6352, 0, 10364736, 0, 6352, 0, 13012, 河東, C組
神谷龍淵, 134, 7324394, 0, 3727, 0, 7324394, 0, 3727, 0, 13104, 河東, C組
薪水不夠多, 69, 5162927, 0, 6387, 0, 5162927, 0, 6387, 0, 13120, 河東, B組
克萊兒, 61, 8133662, 1, 11848, 0, 9179609, 1, 11848, 0, 13196, 河東, B組
支援支援就好, 133, 6125796, 25, 4536, 0, 6125796, 25, 4536, 0, 13253, 河東, 九關門神
诸葛靖, 63, 19779740, 0, 5691, 0, 22187526, 0, 5691, 0, 13255, 河北, C組
身輕如燕, 3, 15170484, 0, 7763, 0, 15370315, 0, 7763, 0, 13289, 河北, B組
蒙古包, 82, 8388347, 0, 8028, 0, 8388347, 0, 8028, 0, 13293, 河東, B組
天機丨太公望, 73, 12300633, 108, 8338, 0, 14710927, 108, 8338, 0, 13376, 河東, F組
太公望二世, 97, 14722495, 0, 5350, 0, 16589661, 0, 5350, 0, 13473, 河東, 九關門神
圓圓固圓圓, 115, 9390870, 0, 2652, 0, 9390870, 0, 2652, 0, 13606, 河東, A組
一條根王, 52, 14320402, 0, 7136, 0, 15714533, 0, 7136, 0, 13636, 河東, B組
阿良, 64, 8374200, 0, 8071, 0, 9532556, 0, 8071, 0, 13683, 河東, C組
熊熊本家, 56, 14470977, 0, 8069, 0, 16149017, 0, 8069, 0, 13736, 河東, C組
風雨雙修, 9, 11114244, 0, 8429, 0, 11114244, 0, 8429, 0, 13783, 河東, B組
迷彩, 85, 8303513, 0, 4203, 102980, 8400737, 0, 4203, 102980, 13800, 河東, C組
陶長秋, 88, 11861773, 0, 7987, 0, 11985807, 0, 7987, 0, 13803, 河東, B組
滅世傑哥, 32, 9547652, 0, 7741, 0, 11098760, 0, 7741, 0, 13840, 河東, C組
西八丨芙莉蓮, 123, 11877836, 0, 3507, 0, 13981031, 0, 3507, 0, 13840, 河東, C組
熾羽翊, 36, 13323726, 0, 8623, 0, 15427084, 0, 8623, 0, 13842, 河東, B組
馬勒喇嘛, 116, 3403763, 0, 2051, 0, 3403763, 0, 2051, 0, 13843, 河北, F組
南門城衛, 66, 12895569, 0, 6602, 0, 14378072, 0, 6602, 0, 13893, 河東, A組
無双丨射波師, 68, 13864944, 0, 8190, 0, 15902587, 0, 8190, 0, 13915, 河東, C組
上官飛燕, 71, 8991919, 0, 6360, 0, 8991919, 0, 6360, 0, 13940, 河東, C組
老夫人, 53, 16616058, 0, 8030, 0, 19017757, 0, 8030, 0, 13970, 河東, C組
祖寒, 46, 8324853, 0, 8168, 0, 9223001, 0, 8168, 0, 13996, 河東, B組
高原, 75, 12326506, 0, 9681, 0, 13409472, 0, 9681, 0, 14002, 河東, B組
通天飛賊, 122, 12934021, 0, 4119, 0, 15300628, 0, 4119, 0, 14006, 河東, B組
哈囉丨靖, 48, 12186285, 0, 7670, 0, 12186285, 0, 7670, 0, 14100, 河東, 九關門神
聚丨程堯, 44, 11349897, 0, 7637, 0, 12791206, 0, 7637, 0, 14203, 河東, 九關門神
榮正平, 95, 7832591, 151, 5316, 0, 7832591, 151, 5316, 0, 14283, 河東, C組
聚丨織田信長, 157, 15322831, 9, 1620, 0, 15831299, 9, 1620, 0, 14312, 河東, C組
夜不凡, 25, 9138625, 0, 7770, 0, 9138625, 0, 7770, 0, 14313, 河東, B組
百世經綸, 78, 8949286, 81, 7059, 0, 8949286, 81, 7059, 0, 14366, 河東, B組
儒丨皇儒無上, 35, 12346064, 0, 7113, 0, 14870569, 0, 7113, 0, 14373, 河東, A組
仇恨天, 21, 11536533, 0, 5776, 0, 11536533, 0, 5776, 0, 14460, 河東, B組
Nok, 59, 10856840, 0, 8373, 0, 10987009, 0, 8373, 0, 14510, 河東, C組
西八丨小柴犬, 84, 11463591, 0, 5094, 0, 14074381, 0, 5094, 0, 14523, 河東, A組
無双丨王騎, 38, 12986138, 0, 7348, 0, 14100672, 0, 7348, 0, 14580, 河東, A組
文山青茶, 18, 13030627, 0, 6968, 0, 15972614, 0, 6968, 0, 14720, 河東, B組
狼丨暈船仔, 72, 13277891, 0, 6636, 0, 16624063, 0, 6636, 0, 15006, 河東, C組
丨九紋龍丨, 100, 16059072, 5, 5610, 58403, 17791134, 5, 5610, 58403, 15086, 河東, B組
飛鳥和蟬, 16, 11023727, 0, 7525, 0, 11448462, 0, 7525, 0, 15103, 河東, B組
海贼丨霸王, 8, 20497360, 0, 10888, 0, 20753284, 0, 10888, 0, 15199, 河東, A組
樂正小谷, 98, 17268704, 0, 6486, 0, 19341951, 0, 6486, 0, 15289, 河東, B組
Joker囧, 22, 14945411, 0, 8293, 0, 18007346, 0, 8293, 0, 15319, 河東, C組
仲孫骏琛, 99, 12419763, 0, 1150, 0, 13026054, 0, 1150, 0, 15519, 河東, C組
魅力十足, 92, 16496783, 0, 5774, 0, 18468249, 0, 5774, 0, 15636, 河東, B組
这样一个人, 7, 16957852, 0, 6398, 0, 18774267, 0, 6398, 0, 15650, 河東, B組
龍匀, 15, 18719277, 0, 7417, 0, 20263922, 0, 7417, 0, 15875, 河東, B組
柒柒兒, 101, 13106104, 0, 5656, 0, 14019685, 0, 5656, 0, 15926, 河東, B組
Foden, 17, 15512150, 0, 7811, 0, 17641212, 0, 7811, 0, 16116, 河東, C組
光年之外, 45, 15616357, 1, 6125, 0, 18232380, 1, 6125, 0, 16460, 河東, B組
狼丨阿巴怪, 10, 17609812, 0, 7546, 0, 20892436, 0, 7546, 0, 16466, 河東, 資州門神
劍丨莫問, 34, 20595827, 0, 6797, 0, 22970374, 0, 6797, 0, 16770, 河東, B組
聖域の白風夕, 103, 13183496, 0, 5748, 0, 16776822, 0, 5748, 0, 17179, 河東, A組
雙煞丨白無常, 55, 16975418, 0, 9129, 0, 18603524, 0, 9129, 0, 17206, 河東, B組
西八丨兔兔, 65, 14806762, 0, 7859, 0, 17239618, 0, 7859, 0, 17223, 河東, B組
西八丨茗雪, 62, 18105216, 0, 7437, 0, 19815849, 0, 7787, 0, 17230, 河東, 九關門神
皇丨源澤, 109, 14402959, 0, 5540, 148842, 14402959, 0, 5540, 148842, 17236, 河東, 九關門神
雙煞丨黑無常, 49, 15381945, 1, 7786, 0, 16708248, 1, 7786, 0, 17259, 河東, B組
無双丨諦聽, 11, 15924747, 1, 8110, 81177, 17264294, 1, 8110, 81177, 17470, 河東, C組
無敵奶黃包, 31, 15550285, 0, 11235, 0, 18414717, 0, 11235, 0, 17723, 河東, 九關門神
瘋玖陳, 51, 31855800, 1, 3339, 0, 36182167, 1, 3339, 0, 17750, 河東, A組
北門城衛, 80, 26026980, 0, 6709, 0, 29498332, 0, 6709, 0, 17813, 河東, A組
宣颜, 42, 25793883, 0, 8091, 0, 28746271, 0, 8091, 0, 17833, 河東, C組
山窮水盡, 6, 15831525, 0, 9695, 0, 17825500, 0, 9695, 0, 17983, 河東, B組
靈佬寺丶金童, 77, 22808534, 26, 6572, 0, 25238628, 26, 6572, 0, 18206, 河東, B組
批歪丨培根, 19, 27999185, 0, 5978, 0, 30962020, 0, 5978, 0, 18343, 河東, B組
聖域のMoM, 40, 22199017, 0, 4006, 0, 22328816, 0, 4006, 0, 18600, 河東, A組
無雙丨尛, 1, 23545872, 0, 7756, 0, 26743864, 0, 7756, 0, 19280, 河東, A組
無雙丨小黑熊, 124, 12615957, 0, 2663, 0, 14845923, 0, 2663, 0, 19350, 河東, A組
獵犬, 5, 19404215, 0, 7587, 0, 22712730, 0, 7587, 0, 19563, 河東, B組
出木杉同學, 147, 23746423, 0, 2240, 0, 26459355, 0, 2240, 0, 19590, 河東, A組
劍仔十八世, 13, 22173318, 0, 8181, 0, 25205569, 0, 8181, 0, 19740, 河東, A組
司馬丨洛神, 28, 23927419, 0, 5894, 0, 26217436, 0, 5894, 0, 19970, 河東, B組
聖域の雲雲, 119, 26828306, 0, 4868, 0, 29096016, 0, 4868, 0, 20900, 河東, B組
