成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬州, 分組
聖域の爽哥, 124, 3093044, 0, 2798, 0, 3093044, 0, 2798, 0, 11583, 河北, B組
魔彈射手, 55, 3064646, 0, 4992, 0, 4414904, 0, 4992, 0, 8964, 河北, C組
蒙古包, 49, 3049593, 0, 6628, 0, 3049593, 0, 6628, 0, 8332, 河北, B組
粉家軍丨楓, 37, 3027482, 0, 2789, 0, 3027482, 0, 2789, 0, 7760, 河北, F組
瑋王, 137, 3011237, 0, 2739, 0, 3587894, 0, 2739, 0, 7237, 河北, C組
任我行丨行行, 17, 2927174, 0, 5509, 0, 4545210, 0, 5509, 0, 8880, 河北, B組
聖域の七七, 109, 2875823, 0, 3847, 66392, 3956044, 0, 3847, 66392, 7263, 河北, C組
孔晤, 82, 2865537, 0, 5687, 0, 4366548, 0, 5687, 0, 6200, 河北, C組
支援支援就好, 125, 2842959, 25, 3486, 0, 2842959, 25, 3486, 0, 8367, 河東, 九關門神
夜不凡, 60, 2822046, 0, 5390, 0, 2822046, 0, 5390, 0, 11433, 河東, B組
大宇宙就是我, 26, 2775323, 0, 7414, 0, 4452385, 0, 7414, 0, 5340, 河北, C組
Wei, 148, 2595865, 0, 1031, 0, 2595865, 0, 1031, 0, 8872, 河北, B組
天機丨天相, 114, 2544575, 0, 3982, 0, 2544575, 0, 3982, 0, 8832, 河北, 資州門神
薪水不夠多, 79, 2399889, 0, 4791, 0, 2399889, 0, 4791, 0, 8869, 河東, B組
苦行僧, 23, 2317328, 11, 4163, 0, 2317328, 11, 4163, 0, 8502, 河北, B組
狠丨劉備, 113, 2196814, 0, 3352, 0, 2852921, 0, 3352, 0, 5392, 河北, C組
DongDong, 22, 2155154, 0, 4689, 0, 3203189, 0, 4689, 0, 4866, 河北, B組
吃飽再減肥, 140, 2142619, 0, 336, 0, 2142619, 0, 336, 0, 6955, 河東, 九關門神
巨型擊霸, 162, 2066647, 0, 0, 0, 2066647, 0, 0, 0, 5926, 河北, F組
无知, 150, 2055446, 0, 892, 0, 2448285, 0, 892, 0, 5069, 河北, 資州門神
WarCry, 97, 1839827, 0, 5776, 0, 2773394, 0, 5776, 0, 7483, 河北, 鋪路小隊
音速河馬, 159, 1804404, 0, 700, 0, 2296820, 0, 700, 0, 5427, 河北, C組
狼丨yu, 142, 1629254, 0, 1239, 0, 1629254, 0, 1239, 0, 4888, 河東, 鋪路小隊
海賊丨綠油精, 86, 1330156, 0, 0, 0, 1345632, 0, 0, 0, 8543, 河北, 鋪路小隊
弒離, 104, 1249324, 0, 4683, 0, 1652075, 0, 4683, 0, 5551, 河北, 鋪路小隊
黑馬丨聖, 73, 1199988, 0, 6839, 0, 1314903, 0, 6839, 0, 5803, 河北, F組
Corvinus, 146, 1123352, 0, 0, 0, 1123352, 0, 0, 0, 10153, 河北, 未分組
馬勒喇嘛, 136, 1020600, 0, 0, 0, 1020600, 0, 0, 0, 11086, 河北, F組
段裕, 143, 864506, 0, 1918, 0, 864506, 0, 1918, 0, 6955, 河北, C組
西八丨尾魚, 118, 859990, 0, 2486, 0, 2644745, 0, 2486, 0, 5743, 河北, F組
西八丨太曦, 94, 816809, 0, 3255, 0, 816809, 0, 3255, 0, 7518, 河北, 九關門神
八卦丨尖叫兒, 156, 771453, 0, 497, 0, 900455, 0, 497, 0, 2333, 河北, F組
豪有力, 130, 655865, 0, 0, 0, 655865, 0, 0, 0, 5943, 河北, F組
皇甫昊天, 160, 487411, 0, 0, 0, 487411, 0, 0, 0, 7970, 河北, F組
夏侯同, 123, 345006, 0, 0, 0, 345006, 0, 0, 0, 9946, 河北, 未分組
蛙丨Yyy, 149, 306272, 0, 0, 0, 306272, 0, 0, 0, 5278, 河北, 未分組
危公羊, 126, 275987, 0, 0, 0, 667475, 0, 0, 0, 5506, 河北, C組
海賊丨薩勃, 144, 268864, 0, 0, 0, 268864, 0, 0, 0, 5503, 河北, 未分組
西八丨風鈴草, 161, 226425, 0, 0, 0, 226425, 0, 0, 0, 800, 河北, F組
怜怜兒, 131, 160075, 0, 2933, 0, 593699, 0, 2933, 0, 2353, 河北, 鋪路小隊
海賊丨鎖聾, 141, 127592, 0, 0, 0, 127592, 0, 0, 0, 6410, 河北, 未分組
天機丨貪狼, 90, 108403, 0, 311, 0, 1354008, 0, 311, 0, 7546, 河北, 資州門神
八卦丨玉玉兒, 120, 24052, 0, 0, 0, 1426935, 0, 0, 0, 11980, 河北, 未分組
韓戩, 72, 1512, 0, 0, 0, 1512, 0, 0, 0, 7540, 河北, 未分組
