成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬州, 分組
靈佬寺丶金童, 49, 10292799, 26, 4462, 0, 12722893, 26, 4462, 0, 12395, 河東, B組
诸葛靖, 41, 9768573, 0, 2751, 0, 12176359, 0, 2751, 0, 12423, 河北, C組
龍匀, 24, 9196788, 0, 4985, 0, 10741433, 0, 4985, 0, 10000, 河北, B組
熊熊本家, 29, 9047116, 0, 5110, 0, 10725156, 0, 5110, 0, 12063, 河北, C組
無雙丨小黑熊, 137, 8357245, 0, 2159, 0, 10587211, 0, 2159, 0, 17263, 河東, A組
出木杉同學, 143, 8313353, 0, 1340, 0, 11026285, 0, 1340, 0, 13570, 河北, A組
老夫人, 25, 7858060, 0, 5441, 0, 10259759, 0, 5441, 0, 10840, 河北, C組
海贼丨霸王, 7, 7799579, 0, 7252, 0, 8055503, 0, 7252, 0, 11966, 河東, A組
南門城衛, 39, 7400554, 0, 5146, 0, 8883057, 0, 5146, 0, 9526, 河東, A組
身輕如燕, 9, 7344595, 0, 4677, 0, 7544426, 0, 4677, 0, 12619, 河北, B組
雲來俠客, 3, 7194273, 0, 3271, 0, 7194273, 0, 3271, 0, 9046, 河北, B組
光年之外, 120, 7148578, 1, 2401, 0, 9764601, 1, 2401, 0, 12810, 河北, B組
魅力十足, 43, 7105617, 0, 4973, 0, 9077083, 0, 4973, 0, 11306, 河東, B組
通天飛賊, 96, 6930136, 0, 3419, 0, 9296743, 0, 3419, 0, 10392, 河北, B組
丨九紋龍丨, 106, 6769548, 5, 3268, 0, 8501610, 5, 3268, 0, 11573, 河北, B組
司馬丨洛神, 42, 6758315, 0, 4634, 0, 9048332, 0, 4634, 0, 12606, 河東, B組
無双丨諦聽, 27, 6723331, 0, 5234, 0, 8062878, 0, 5234, 0, 12600, 河北, C組
聖域の白風夕, 101, 6721307, 0, 3764, 0, 10314633, 0, 3764, 0, 15493, 河東, A組
Joker囧, 5, 6704927, 0, 5308, 0, 9766862, 0, 5308, 0, 9200, 河北, C組
这样一个人, 12, 6686418, 0, 4053, 0, 8502833, 0, 4053, 0, 9646, 河北, B組
聖域の雲雲, 91, 6616122, 0, 4518, 0, 8883832, 0, 4518, 0, 12007, 河北, B組
西八丨小柴犬, 35, 6277233, 0, 4663, 0, 8888023, 0, 4663, 0, 11940, 河東, A組
聖域のMoM, 11, 6160010, 0, 2366, 0, 6289809, 0, 2366, 0, 12720, 河東, A組
聚丨織田信長, 144, 6128793, 9, 1524, 0, 6637261, 9, 1524, 0, 10725, 河北, C組
雙煞丨白無常, 53, 6112459, 0, 5330, 0, 7740565, 0, 5330, 0, 10633, 河東, B組
無敵奶黃包, 15, 6089537, 0, 7700, 0, 8953969, 0, 7700, 0, 12240, 河東, 九關門神
高原, 57, 6088433, 0, 7116, 0, 7171399, 0, 7116, 0, 9096, 河北, B組
西八丨兔兔, 23, 6076843, 0, 6806, 0, 8509699, 0, 6806, 0, 11546, 河北, B組
魃丨讓妳漲潮, 92, 5999950, 0, 2716, 0, 7955736, 0, 2716, 0, 10350, 河北, 資州門神
柒柒兒, 64, 5984915, 0, 4606, 0, 6898496, 0, 4606, 0, 10683, 河北, B組
西八丨茗雪, 34, 5966904, 0, 4856, 0, 7677537, 0, 5206, 0, 8751, 河東, 九關門神
Foden, 50, 5949635, 0, 5760, 0, 8078697, 0, 5760, 0, 12226, 河北, C組
仙草丨不回家, 32, 5885822, 0, 6000, 0, 5988540, 0, 6000, 0, 10729, 河北, C組
山窮水盡, 8, 5868469, 0, 6286, 0, 7862444, 0, 6286, 0, 12292, 河北, B組
劍丨莫問, 81, 5850348, 0, 4382, 0, 8224895, 0, 4382, 0, 11446, 河北, B組
太公望二世, 73, 5785371, 0, 4260, 0, 7652537, 0, 4260, 0, 9319, 河北, 九關門神
樂正小谷, 99, 5601891, 0, 4259, 0, 7675138, 0, 4259, 0, 10500, 河北, B組
夜讀出師表, 69, 5512980, 0, 5298, 0, 5512980, 0, 5298, 0, 7746, 河北, C組
滅世傑哥, 38, 5459157, 0, 4281, 0, 7010265, 0, 4281, 0, 11170, 河北, C組
魃丨讓妳受潮, 85, 5444635, 0, 2492, 0, 6668930, 0, 2492, 0, 11860, 河北, 資州門神
宇髓天元, 95, 5428146, 0, 350, 0, 6595978, 0, 350, 0, 9163, 河北, F組
陶長秋, 82, 5416946, 0, 5537, 0, 5540980, 0, 5537, 0, 10050, 河北, B組
娃丨Zdx, 30, 5336641, 0, 5497, 0, 5604045, 0, 5497, 0, 6841, 河北, B組
無双丨射波師, 86, 5163261, 0, 4963, 0, 7200904, 0, 4963, 0, 10280, 河北, C組
熾羽翊, 31, 4997140, 0, 5529, 0, 7100498, 0, 5529, 0, 9832, 河北, B組
一條根王, 62, 4936350, 0, 4858, 0, 6330481, 0, 4858, 0, 11683, 河北, B組
歐陽燁, 52, 4928173, 3, 3669, 0, 7084287, 3, 3669, 0, 9532, 河北, C組
儒丨皇儒無上, 65, 4806870, 0, 3949, 0, 7331375, 0, 3949, 0, 12168, 河東, A組
RyanCats, 94, 4773913, 0, 1184, 0, 6837702, 0, 1184, 0, 11120, 河北, 資州門神
呆腦獸, 26, 4695079, 532, 4745, 0, 4695079, 532, 4745, 0, 8770, 河北, C組
雙煞丨黑無常, 21, 4692291, 1, 5497, 0, 6018594, 1, 5497, 0, 12393, 河北, B組
小海豹披薩, 126, 4650760, 0, 2760, 0, 4776724, 0, 2760, 0, 5000, 河北, C組
無双丨王騎, 87, 4585864, 0, 4324, 0, 5700398, 0, 4324, 0, 8989, 河東, A組
西八丨止水, 13, 4545459, 0, 5236, 0, 6549018, 0, 5236, 0, 7616, 河北, C組
西八丨芙莉蓮, 114, 4507823, 0, 2296, 0, 6611018, 0, 2296, 0, 7020, 河北, C組
風雨雙修, 17, 4400204, 0, 5524, 0, 4400204, 0, 5524, 0, 7319, 河北, C組
董豆豆, 128, 4358867, 0, 2527, 0, 5449705, 0, 2527, 0, 6006, 河北, F組
Nok, 80, 4337020, 0, 5398, 0, 4467189, 0, 5398, 0, 10133, 河北, C組
聚丨程堯, 40, 4296487, 0, 5257, 0, 5737796, 0, 5257, 0, 11572, 河東, 九關門神
海贼丨红豆, 16, 4222814, 104, 3584, 0, 6440881, 104, 3584, 0, 6270, 河北, C組
力宏敢, 142, 4154553, 0, 986, 11882, 4824102, 0, 986, 11882, 8520, 河北, B組
海賊豹魯哥, 67, 4129896, 0, 4293, 0, 4133035, 0, 4293, 0, 7099, 河北, 九關門神
RR, 83, 4092948, 0, 4891, 0, 4392936, 0, 4891, 0, 9383, 河北, C組
西八丨西瓜, 116, 4023380, 17, 3521, 0, 4023380, 17, 3521, 0, 9046, 河北, C組
批歪丨清風, 36, 4004848, 0, 5601, 0, 5714196, 0, 5601, 0, 7053, 河北, F組
尼姆, 72, 3992650, 0, 4620, 0, 6363780, 0, 4620, 0, 8950, 河北, B組
祖寒, 71, 3988471, 0, 4908, 0, 4886619, 0, 4908, 0, 9903, 河北, B組
批歪丨阿順, 37, 3961622, 0, 5826, 0, 4315134, 0, 5826, 0, 7720, 河北, C組
書童, 6, 3945908, 0, 5236, 0, 5920124, 0, 5236, 0, 9160, 河北, C組
迷彩, 89, 3851200, 0, 3160, 0, 3948424, 0, 3160, 0, 12083, 河北, C組
哈囉丨靖, 63, 3846676, 0, 4634, 0, 3846676, 0, 4634, 0, 7410, 河北, 九關門神
工無不克, 102, 3844933, 0, 4864, 0, 5313977, 0, 4864, 0, 8496, 河北, 資州門神
無双丨史坦娜, 118, 3841068, 0, 3138, 0, 5031292, 0, 3138, 0, 6277, 河東, F組
皇丨源澤, 110, 3817115, 0, 3636, 0, 3817115, 0, 3636, 0, 9990, 河東, 九關門神
燕丨家榮志豪, 104, 3712603, 0, 952, 0, 3718285, 0, 952, 0, 7600, 河北, C組
飛鳥和蟬, 54, 3628452, 0, 5166, 0, 4053187, 0, 5166, 0, 9473, 河北, B組
八卦丨羊羊兒, 124, 3575697, 0, 2494, 0, 4975977, 0, 2494, 0, 7076, 河北, 資州門神
程凝, 28, 3574698, 411, 5600, 0, 4008016, 411, 5600, 0, 11283, 河北, B組
包龍星, 125, 3513458, 0, 350, 0, 4052791, 0, 350, 0, 6900, 河北, F組
克萊兒, 78, 3501902, 1, 6585, 0, 4547849, 1, 6585, 0, 8680, 河北, B組
阿良, 46, 3487060, 0, 4816, 0, 4645416, 0, 4816, 0, 9043, 河北, C組
雪月囧, 60, 3481357, 0, 5356, 0, 5943471, 0, 5356, 0, 7466, 河北, C組
將軍, 58, 3425759, 0, 5600, 0, 5411394, 0, 5600, 0, 9939, 河北, C組
仲孫骏琛, 105, 3406354, 0, 958, 0, 4012645, 0, 958, 0, 7123, 河北, C組
海贼丨虫崽崽, 93, 3374578, 0, 4536, 0, 3374578, 0, 4536, 0, 7680, 河北, C組
王文嫣, 130, 3261875, 0, 1610, 0, 4492594, 0, 1610, 0, 5670, 河北, F組
歐冶亭, 112, 3178894, 0, 4262, 0, 3351136, 0, 4262, 0, 7230, 河北, C組
北屯曹孟德, 131, 3163799, 0, 2380, 0, 4761521, 0, 2380, 0, 9280, 河北, C組
圓圓固圓圓, 133, 3151487, 0, 2108, 0, 3151487, 0, 2108, 0, 7699, 河東, A組
仇恨天, 44, 3113198, 0, 3501, 0, 3113198, 0, 3501, 0, 7563, 河北, B組
莫那泰雅, 132, 2935775, 0, 2208, 0, 3196808, 0, 2208, 0, 9612, 河北, B組
孔晤, 77, 2864515, 0, 4735, 0, 4365526, 0, 4735, 0, 6180, 河北, C組
員外, 146, 2851319, 0, 350, 0, 3146014, 0, 350, 0, 7120, 河北, C組
瑋王, 136, 2799212, 0, 2176, 0, 3375869, 0, 2176, 0, 7155, 河北, C組
大宇宙就是我, 20, 2772646, 0, 6508, 0, 4449708, 0, 6508, 0, 5340, 河北, C組
百世經綸, 84, 2760385, 81, 4578, 0, 2760385, 81, 4578, 0, 10000, 河北, B組
任我行丨行行, 90, 2648407, 0, 4501, 0, 4266443, 0, 4501, 0, 8880, 河北, B組
榮正平, 119, 2621871, 0, 3159, 0, 2621871, 0, 3159, 0, 10520, 河北, C組
上官飛燕, 98, 2616906, 0, 4067, 0, 2616906, 0, 4067, 0, 8059, 河北, C組
魔彈射手, 79, 2583311, 0, 4516, 0, 3933569, 0, 4516, 0, 8682, 河北, C組
明治光秀, 121, 2568730, 12, 2464, 0, 2847438, 12, 2464, 0, 7249, 河北, F組
天機丨天相, 100, 2543841, 0, 3982, 0, 2543841, 0, 3982, 0, 8841, 河北, 資州門神
明也, 127, 2462832, 277, 1050, 0, 2828909, 277, 1050, 0, 7043, 河北, 九關門神
聖域の七七, 103, 2388776, 0, 3451, 45640, 3468997, 0, 3451, 45640, 6353, 河北, C組
粉家軍丨楓, 97, 2320624, 0, 2789, 0, 2320624, 0, 2789, 0, 7200, 河北, F組
神谷龍淵, 129, 2235526, 0, 2348, 0, 2235526, 0, 2348, 0, 10632, 河北, C組
Wei, 139, 2120121, 0, 1031, 0, 2120121, 0, 1031, 0, 8773, 河北, B組
聖域の爽哥, 113, 1997821, 0, 2798, 0, 1997821, 0, 2798, 0, 10263, 河北, B組
苦行僧, 45, 1871658, 11, 3659, 0, 1871658, 11, 3659, 0, 8180, 河北, B組
蒙古包, 56, 1868579, 0, 5524, 0, 1868579, 0, 5524, 0, 8138, 河北, B組
西八丨科爾鴨, 109, 1865044, 0, 338, 0, 6087788, 0, 338, 0, 7172, 河北, F組
子無, 14, 1806207, 0, 5272, 0, 3523740, 0, 5272, 0, 7946, 河北, 鋪路小隊
巨型擊霸, 152, 1777121, 0, 0, 0, 1777121, 0, 0, 0, 5466, 河北, F組
夜不凡, 61, 1736649, 0, 4228, 0, 1736649, 0, 4228, 0, 10743, 河北, B組
DongDong, 76, 1727804, 0, 4269, 0, 2775839, 0, 4269, 0, 4866, 河北, B組
支援支援就好, 117, 1704577, 25, 3486, 0, 1704577, 25, 3486, 0, 8366, 河北, 九關門神
音速河馬, 150, 1669690, 0, 700, 0, 2162106, 0, 700, 0, 5234, 河北, C組
WarCry, 88, 1513143, 0, 5602, 0, 2446710, 0, 5602, 0, 7280, 河北, 鋪路小隊
无知, 141, 1483374, 0, 892, 0, 1876213, 0, 892, 0, 4869, 河北, 資州門神
吃飽再減肥, 134, 1426602, 0, 336, 0, 1426602, 0, 336, 0, 6007, 河北, 九關門神
薪水不夠多, 59, 1381251, 0, 4392, 0, 1381251, 0, 4392, 0, 7012, 河北, B組
狠丨劉備, 107, 1150503, 0, 2848, 0, 1806610, 0, 2848, 0, 3786, 河北, C組
弒離, 115, 1121051, 0, 3675, 0, 1523802, 0, 3675, 0, 5486, 河北, 鋪路小隊
狼丨yu, 153, 869630, 0, 0, 0, 869630, 0, 0, 0, 4216, 河北, 鋪路小隊
段裕, 135, 863882, 0, 1918, 0, 863882, 0, 1918, 0, 6955, 河北, C組
西八丨尾魚, 108, 859990, 0, 2486, 0, 2644745, 0, 2486, 0, 5743, 河北, F組
黑馬丨聖, 70, 780663, 0, 5859, 0, 895578, 0, 5859, 0, 5340, 河北, F組
八卦丨尖叫兒, 147, 588189, 0, 497, 0, 717191, 0, 497, 0, 2333, 河北, F組
西八丨太曦, 74, 459624, 0, 2905, 0, 459624, 0, 2905, 0, 6786, 河北, 九關門神
西八丨風鈴草, 151, 226393, 0, 0, 0, 226393, 0, 0, 0, 800, 河北, F組
Corvinus, 138, 186790, 0, 0, 0, 186790, 0, 0, 0, 8523, 河北, 未分組
怜怜兒, 122, 158155, 0, 2933, 0, 591779, 0, 2933, 0, 2353, 河北, 鋪路小隊
天機丨貪狼, 75, 107539, 0, 0, 0, 1353144, 0, 0, 0, 7546, 河北, 資州門神
八卦丨玉玉兒, 111, 22600, 0, 0, 0, 1425483, 0, 0, 0, 11740, 河北, 未分組
韓戩, 48, 1512, 0, 0, 0, 1512, 0, 0, 0, 7540, 河北, 未分組
