成員, 貢獻排行, 貢獻本週, 戰功本週, 助攻本週, 捐獻本週, 貢獻總量, 戰功總量, 助攻總量, 捐獻總量, 勢力值, 所屬州, 分組
薪水不夠多, 105, 33372510, 9808, 12758, 328084, 44067869, 9808, 21171, 328084, 18113, 河東, 天機海賊
Nok, 52, 33250166, 29276, 8250, 637680, 51695794, 30919, 20131, 637680, 22843, 司隸, 血流
熾羽翊, 44, 32976001, 25058, 15124, 713309, 55839485, 26225, 29009, 713309, 20470, 司隸, 文青茶棧
哈囉丨靖, 30, 32882414, 27379, 17377, 807611, 55906480, 28773, 29226, 807611, 22652, 司隸, 天機海賊
燕丨家榮志豪, 38, 32732030, 60825, 6457, 573066, 54617478, 70721, 10334, 573066, 16473, 司隸, 文青茶棧
Foden, 8, 31820704, 84903, 9525, 182156, 58290803, 84903, 20624, 182156, 24829, 司隸, 文青茶棧
山窮水盡, 12, 31023061, 28793, 15960, 195924, 62182497, 28793, 29317, 195924, 23940, 司隸, 文青茶棧
高原, 62, 30674992, 41260, 18657, 503533, 50640244, 41908, 31553, 503533, 21696, 司隸, 天機海賊
呆腦獸, 80, 30538851, 18427, 7938, 535800, 53119588, 20015, 18776, 535800, 23980, 司隸, 血流
王文嫣, 98, 30491948, 9664, 11705, 1001675, 46715194, 11545, 16059, 1001675, 25233, 河東, 天機海賊
Wei, 137, 30361838, 10415, 3719, 540682, 42581763, 10415, 7398, 540682, 19460, 河東, 文青茶棧
祖寒, 51, 30358521, 15201, 20704, 564573, 46082750, 15201, 33427, 564573, 26616, 司隸, 文青茶棧
聖域の爽哥, 115, 30329835, 13362, 13145, 420870, 39012788, 13661, 17981, 420870, 23594, 司隸, 血流
風雨雙修, 55, 30244669, 17108, 19865, 636523, 46036824, 17273, 30647, 636523, 21796, 司隸, 文青茶棧
夜讀出師表, 90, 29850788, 7001, 20018, 778756, 48647531, 7001, 30979, 778756, 18422, 司隸, 西八屁屁
仇恨天, 17, 29709990, 22592, 16828, 288112, 51760648, 22592, 26422, 288112, 16973, 司隸, 天機海賊
劍仔十八世, 25, 29435216, 35670, 14531, 437460, 67956300, 35670, 25353, 437460, 28190, 司隸, 天機海賊
魅力十足, 131, 29158150, 16819, 4981, 71485, 55320924, 16819, 11455, 71485, 21673, 司隸, 西八屁屁
RyanCats, 140, 29155862, 5898, 3967, 588466, 47632313, 5898, 5851, 588466, 22583, 河東, 西八屁屁
柒柒兒, 77, 28927618, 44900, 7271, 0, 49142416, 44900, 13277, 0, 21566, 司隸, 天機海賊
出木杉同學, 124, 28565909, 17821, 5029, 538183, 57996937, 17821, 7269, 538183, 22760, 司隸, 文青茶棧
西八丨芙莉蓮, 85, 27377756, 39983, 9627, 507948, 47726705, 39983, 13834, 507948, 23329, 河東, 西八屁屁
阿良, 91, 27334409, 4196, 13266, 129438, 40317431, 4196, 23087, 129438, 24083, 司隸, 西八屁屁
任我行丨行行, 29, 27273991, 19418, 11024, 567590, 39788885, 19418, 19712, 567590, 19846, 司隸, 西八屁屁
圓圓固圓圓, 117, 27160541, 7744, 8060, 572767, 41539011, 10583, 13882, 572767, 21350, 司隸, 血流
百世經綸, 89, 26881846, 6997, 12095, 710357, 43481677, 7960, 22197, 710357, 21975, 司隸, 文青茶棧
魃丨讓妳漲潮, 133, 26323470, 12074, 5698, 0, 43005177, 12074, 9618, 0, 17243, 河東, 文青茶棧
雙煞丨白無常, 71, 26137532, 19989, 17346, 602498, 51543427, 20906, 30232, 602498, 22890, 司隸, 文青茶棧
聚丨程堯, 22, 25242924, 33456, 11224, 618994, 43905265, 33772, 22457, 618994, 21579, 司隸, 血流
夏侯同, 121, 25206997, 10885, 9676, 186492, 33676713, 10885, 13409, 186492, 20989, 司隸, 文青茶棧
無雙丨小黑熊, 68, 24901295, 16455, 10537, 894705, 42874230, 16455, 14246, 894705, 23433, 司隸, 天機海賊
程凝, 36, 24803290, 26924, 20605, 135273, 45956957, 27480, 32440, 135273, 24179, 河東, 血流
吃飽再減肥, 123, 24660119, 17997, 6174, 269849, 34394948, 17997, 8062, 269849, 17520, 司隸, 西八屁屁
滅世傑哥, 59, 24540969, 13231, 15763, 719172, 43857496, 13231, 24940, 719172, 26433, 河東, 血流
Joker囧, 20, 24334467, 38972, 16888, 42601, 52642178, 38972, 29667, 42601, 25270, 河東, 西八屁屁
Corvinus, 111, 24291933, 5183, 12295, 408791, 30581763, 6073, 15981, 408791, 19113, 河東, 血流
聖域の白風夕, 48, 24189857, 19104, 15963, 672137, 45029855, 19104, 23580, 672137, 23362, 司隸, 血流
無双丨諦聽, 14, 24014493, 48198, 15252, 431873, 50956372, 48199, 28153, 513050, 22703, 司隸, 文青茶棧
魃丨讓妳受潮, 108, 23802119, 17126, 4466, 128964, 48097322, 17175, 9288, 128964, 18863, 河東, 文青茶棧
上官飛燕, 96, 23459304, 7779, 13258, 493520, 36068743, 9276, 23630, 493520, 19210, 河東, 文青茶棧
雙煞丨黑無常, 32, 23343464, 46081, 12970, 670993, 44894783, 46978, 24384, 670993, 25560, 司隸, 文青茶棧
歐陽燁, 27, 23341753, 44656, 10563, 579675, 45710678, 44789, 19266, 579675, 19960, 司隸, 血流
西八丨西瓜, 94, 22979792, 6899, 15976, 459350, 34303285, 6916, 23083, 459350, 19506, 河東, 西八屁屁
仙草丨不回家, 99, 22887370, 6260, 9250, 970517, 46240967, 10476, 20268, 970517, 21115, 司隸, 西八屁屁
夜不凡, 28, 22649088, 39860, 9432, 571568, 40370189, 44562, 19025, 571568, 23249, 司隸, 西八屁屁
段裕, 150, 22452629, 0, 8367, 723320, 28601313, 0, 13213, 723320, 18913, 河東, 西八屁屁
巴士歐起來, 167, 22091845, 0, 0, 1929657, 22100122, 0, 0, 1929657, 18953, 河東, 文青茶棧
危公羊, 129, 22072622, 3458, 10350, 617192, 28860780, 3458, 14162, 617192, 12986, 司隸, 西八屁屁
蒙古包, 65, 21974578, 18881, 13048, 611539, 35352032, 19667, 25400, 611539, 21860, 司隸, 文青茶棧
凜丨打菜, 159, 21891051, 509, 7980, 584573, 26796290, 509, 8652, 584573, 20656, 河東, 天機海賊
高陽璿, 142, 21806648, 4283, 9248, 591759, 23458755, 4283, 9598, 591759, 15890, 司隸, 血流
甲必丹, 100, 21720826, 19849, 8326, 407752, 25864048, 20472, 8326, 407752, 16086, 司隸, 天機海賊
批歪丨阿順, 41, 21662779, 8743, 12882, 563351, 36338484, 8743, 27852, 563351, 17863, 司隸, 血流
包龍星, 145, 21661395, 8950, 2937, 317917, 40440403, 8998, 3987, 317917, 15143, 河東, 血流
皇甫昊天, 152, 21659651, 3958, 9891, 162808, 28182108, 3958, 10342, 162808, 18743, 河東, 文青茶棧
小海豹披薩, 107, 21487680, 5974, 11945, 558399, 36973908, 8409, 16105, 558399, 17575, 河東, 西八屁屁
員外, 149, 21268021, 3445, 3860, 333625, 32388345, 3445, 4819, 333625, 19510, 河東, 血流
瑋王, 118, 21209643, 10552, 12326, 545052, 34687106, 10552, 18340, 545052, 20856, 司隸, 西八屁屁
宇髓天元, 148, 21101465, 2062, 400, 1936548, 38052399, 2062, 1800, 1936548, 20660, 河東, 未分組
DongDong, 83, 21062819, 7106, 14044, 565623, 32494421, 7106, 22661, 565623, 13103, 司隸, 血流
司馬丨洛神, 16, 20931798, 65106, 7993, 541058, 54582383, 68247, 18071, 541058, 29250, 司隸, 文青茶棧
海贼丨红豆, 101, 20931706, 3335, 8355, 0, 31636299, 3439, 17230, 0, 13133, 司隸, 天機海賊
这样一个人, 6, 20532897, 34233, 16121, 649508, 49897935, 34233, 25808, 649508, 18413, 司隸, 文青茶棧
批歪丨清風, 103, 20446537, 5589, 10280, 1117558, 33861808, 5589, 19990, 1117558, 17300, 司隸, 血流
皇丨源澤, 73, 20434300, 32846, 18703, 410800, 40982978, 34167, 27655, 559642, 20276, 司隸, 西八屁屁
大宇宙就是我, 72, 20325928, 4861, 18722, 1083289, 29385830, 5048, 31063, 1083289, 11570, 河東, 西八屁屁
海賊丨薩勃, 146, 20193834, 5889, 9735, 449096, 25010158, 5889, 11040, 449096, 17309, 河東, 天機海賊
力宏敢, 136, 19753850, 13351, 1960, 583236, 35071668, 13415, 3249, 595118, 16770, 河東, 血流
熊熊本家, 53, 19708957, 12208, 8313, 1135957, 45783886, 12208, 18516, 1135957, 22118, 河東, 西八屁屁
海賊丨鎖聾, 158, 19508091, 550, 7218, 578963, 22635112, 594, 9247, 578963, 16922, 河東, 天機海賊
海賊豹魯哥, 92, 19503705, 27835, 9633, 200660, 32558059, 27976, 16690, 200660, 15590, 司隸, 天機海賊
狼丨yu, 125, 19341848, 13566, 12799, 121089, 27347555, 13566, 17716, 121089, 13404, 司隸, 天機海賊
老夫人, 45, 19146099, 10616, 14267, 619938, 49768134, 11259, 24390, 619938, 17413, 司隸, 血流
西八丨科爾鴨, 86, 18516529, 8059, 16475, 1915368, 34614514, 8122, 22200, 1915368, 19666, 司隸, 西八屁屁
儒丨皇儒無上, 31, 18107397, 41914, 9591, 790369, 41006645, 41914, 18869, 790369, 19230, 司隸, 天機海賊
王师丨打地上, 102, 18054414, 16898, 13644, 692943, 21350155, 16898, 14884, 692943, 19190, 河東, 文青茶棧
仲孫骏琛, 60, 17731014, 26840, 10664, 572486, 35782182, 34332, 13146, 572486, 26656, 司隸, 西八屁屁
書童, 122, 17317961, 2966, 9422, 1420296, 31645427, 2966, 15008, 1420296, 18300, 河東, 西八屁屁
明治光秀, 166, 17306871, 0, 1705, 433780, 26342419, 12, 4169, 433780, 21690, 河東, 文青茶棧
魔彈射手, 67, 17259850, 10960, 16963, 669274, 31636055, 12004, 27810, 669274, 21531, 司隸, 西八屁屁
克萊兒, 58, 17227727, 1965, 33877, 600000, 33275884, 1966, 53042, 600000, 21180, 司隸, 血流
尼姆, 134, 17031901, 2311, 4575, 872037, 34222212, 5305, 13142, 872037, 16955, 河東, 文青茶棧
苦行僧, 84, 16949205, 14914, 11876, 853396, 30108289, 14925, 22450, 853396, 17559, 司隸, 血流
工無不克, 106, 16713037, 24508, 9002, 52653, 30774158, 24512, 16891, 52653, 19656, 司隸, 天機海賊
榮正平, 78, 16646571, 13499, 17014, 529600, 29697435, 15188, 26413, 529600, 24490, 河東, 文青茶棧
子無, 87, 16389545, 11757, 11854, 631218, 25203331, 11882, 24671, 631218, 20246, 河東, 血流
豪有力, 119, 16326665, 5351, 11223, 619120, 22346168, 5351, 16777, 619120, 15340, 河東, 血流
飛鳥和蟬, 15, 16277544, 27956, 16696, 635234, 35956585, 27992, 27608, 635234, 18480, 司隸, 文青茶棧
粉家軍丨楓, 82, 15992619, 9222, 11439, 500827, 29712162, 9222, 16259, 500827, 16180, 河東, 天機海賊
西八丨小柴犬, 57, 15752513, 20921, 12846, 587388, 31535155, 20921, 21394, 587388, 19593, 司隸, 西八屁屁
南門城衛, 97, 15433225, 5348, 13349, 555534, 38819658, 5348, 22918, 555534, 18383, 司隸, 文青茶棧
神谷龍淵, 66, 15257968, 33473, 11883, 280479, 28429085, 35140, 17031, 280479, 23676, 河東, 血流
八卦丨羊羊兒, 64, 14557430, 28971, 11432, 2159078, 28873158, 28971, 15623, 2159078, 18647, 河東, 天機海賊
無敵奶黃包, 70, 14431549, 10715, 15680, 1030803, 38935105, 10715, 31457, 1030803, 24136, 司隸, 西八屁屁
孔晤, 76, 14047041, 9500, 13059, 3387460, 29005644, 9500, 26183, 3387460, 15730, 司隸, 西八屁屁
韓戩, 75, 13725378, 19410, 12916, 329606, 24470096, 19410, 18989, 329606, 16493, 司隸, 天機海賊
虎盡金來, 155, 13102146, 819, 6854, 563436, 16710009, 1018, 8072, 563436, 15985, 河東, 西八屁屁
西八丨茗雪, 19, 12836347, 51377, 18531, 445968, 40656391, 53100, 30282, 445968, 23353, 司隸, 西八屁屁
音速河馬, 180, 12345037, 0, 700, 584107, 20882523, 0, 1400, 584107, 17399, 河東, 天機海賊
西八丨止水, 88, 12333036, 4859, 13210, 462325, 31072029, 6222, 23067, 462325, 19936, 司隸, 西八屁屁
天機丨貪狼, 144, 12018597, 0, 5531, 632553, 17484320, 0, 9316, 632553, 11516, 河東, 天機海賊
八卦丨玉玉兒, 120, 11876452, 17594, 4320, 546744, 21221806, 17594, 5370, 546744, 17210, 司隸, 天機海賊
天機丨天相, 116, 11687761, 1623, 11967, 609254, 19581547, 1683, 20728, 609254, 14423, 河東, 天機海賊
塵Rigan, 113, 11621443, 8692, 11899, 524863, 16974452, 8692, 15728, 524863, 14099, 司隸, 文青茶棧
馬勒喇嘛, 147, 11518833, 1069, 7810, 998690, 18288991, 1069, 10911, 998690, 19910, 河東, 西八屁屁
悟空我大佬, 104, 10982575, 30871, 6336, 418226, 15564143, 30871, 7036, 418226, 14240, 司隸, 西八屁屁
西八丨太曦, 79, 10566186, 16703, 11404, 145235, 18465266, 16703, 21015, 145235, 16080, 司隸, 西八屁屁
娃丨Zdx, 74, 10528873, 30761, 6758, 1064491, 26227026, 30761, 18272, 1064491, 14589, 司隸, 天機海賊
项羽, 160, 10306781, 1481, 8199, 2579876, 11611479, 1481, 9899, 2579876, 14773, 河東, 未分組
蛙丨Yyy, 154, 10212978, 4740, 750, 286768, 15186546, 4740, 750, 286768, 9786, 司隸, 西八屁屁
將軍, 109, 9189356, 11152, 8383, 1727574, 21017245, 11198, 17343, 1727574, 14683, 河東, 血流
雪月囧, 61, 9175254, 12371, 15847, 180978, 23339633, 12500, 29067, 180978, 16150, 河東, 文青茶棧
弒離, 138, 8648251, 5085, 7199, 531636, 14434925, 6583, 15306, 531636, 16578, 河東, 血流
莫那泰雅, 139, 8625805, 4295, 10770, 586028, 19894344, 4297, 15907, 586028, 16494, 司隸, 血流
八卦丨尖叫兒, 170, 8352424, 733, 2067, 1131921, 12627384, 733, 3264, 1131921, 5673, 河東, 天機海賊
狠丨劉備, 81, 8180065, 21914, 8683, 393483, 15590677, 21914, 18306, 393483, 14210, 司隸, 血流
黑馬丨聖, 153, 8095072, 0, 3663, 0, 10563956, 0, 10852, 0, 11462, 河東, 天機海賊
方唐鏡, 165, 8030624, 18, 3163, 424479, 13919572, 18, 3513, 424479, 10345, 河東, 血流
海贼丨虫崽崽, 47, 7872705, 12908, 9198, 762049, 26987774, 12908, 18520, 762049, 17480, 河東, 天機海賊
WarCry, 135, 7854004, 643, 7619, 1215329, 12856949, 643, 19411, 1215329, 13895, 河東, 血流
林伯, 163, 7487498, 1193, 4249, 614010, 7487498, 1193, 4249, 614010, 14404, 河東, 文青茶棧
抹茶天授, 173, 7227789, 0, 1400, 409107, 7227789, 0, 1400, 409107, 11780, 河北, 西八屁屁
明也, 141, 7145621, 3835, 5024, 1155110, 17703451, 4112, 6844, 1155110, 16043, 司隸, 天機海賊
莫痴香, 128, 7103744, 6076, 10331, 996633, 10494054, 6099, 12642, 996633, 15859, 河東, 西八屁屁
无知, 157, 7092653, 118, 5389, 286568, 13726236, 118, 8272, 286568, 13980, 河東, 文青茶棧
遊龍, 174, 5134993, 334, 338, 0, 5388332, 334, 338, 0, 12143, 河北, 血流
聖域の七七, 130, 4976286, 8041, 8277, 3400114, 14638759, 8056, 15069, 3830387, 17376, 司隸, 血流
西八丨潑猴, 151, 4140508, 2101, 4350, 226437, 4763629, 2101, 7524, 226437, 12089, 河東, 西八屁屁
你喔哭, 162, 3021563, 7125, 350, 1259680, 3283437, 7125, 350, 1259680, 5338, 河東, 天機海賊
茉莉走遠了, 172, 2920186, 0, 1050, 299831, 2920186, 0, 1050, 299831, 11163, 河東, 未分組
姚擎蒼, 176, 2726139, 1247, 1250, 1133387, 2726139, 1247, 1250, 1133387, 9083, 河東, 血流
卍正卍, 175, 1232589, 0, 0, 0, 1600317, 0, 0, 0, 4992, 河東, 文青茶棧
西八丨風鈴草, 171, 752693, 0, 2679, 0, 1298241, 0, 2679, 0, 1140, 河北, 西八屁屁
西八丨尾魚, 161, 270329, 0, 633, 0, 7018177, 0, 3119, 0, 6153, 河東, 西八屁屁
柳逸天下, 177, 44005, 0, 0, 0, 44005, 0, 0, 0, 1880, 河北, 文青茶棧
怜怜兒, 169, 1056, 0, 0, 0, 1086007, 0, 0, 0, 3674, 河北, 天機海賊
八卦丨滴滴兒, 178, 463, 0, 0, 0, 302631, 0, 0, 0, 1391, 河北, 未分組
